1.000185,0.000927
0.998675,0.001394
0.994153,0.002785
0.986643,0.005073
0.976184,0.008214
0.962834,0.012146
0.946665,0.016793
0.927765,0.022067
0.906239,0.02787
0.882208,0.034094
0.855808,0.040626
0.82719,0.04735
0.79652,0.054149
0.763977,0.060904
0.729755,0.067501
0.694059,0.073829
0.657103,0.079782
0.619113,0.085263
0.580325,0.090181
0.540979,0.094455
0.501323,0.098016
0.46161,0.100806
0.422094,0.102781
0.382726,0.103849
0.343666,0.10353
0.305583,0.101766
0.268749,0.098636
0.23343,0.094248
0.199878,0.088737
0.168332,0.082263
0.139009,0.075003
0.112107,0.067148
0.087802,0.058898
0.066244,0.050451
0.047561,0.042001
0.031855,0.033732
0.019207,0.02581
0.009672,0.018376
0.003287,0.011545
0.000065,0.005403
0,0
0.003018,-0.00448
0.009025,-0.00788
0.017958,-0.01023
0.029736,-0.011576
0.044265,-0.011983
0.061433,-0.011531
0.081116,-0.010314
0.103181,-0.008442
0.127487,-0.006034
0.153884,-0.00322
0.18222,-0.000139
0.212336,0.003067
0.244072,0.006251
0.277261,0.009268
0.311734,0.011977
0.347317,0.014242
0.383829,0.015942
0.421472,0.017061
0.459931,0.017963
0.498677,0.01865
0.537481,0.019083
0.57611,0.019232
0.614332,0.01908
0.651914,0.018626
0.688625,0.017878
0.724235,0.016857
0.758521,0.015596
0.791266,0.014134
0.822258,0.01252
0.851299,0.010804
0.878198,0.009041
0.902778,0.007287
0.924875,0.005595
0.944342,0.004016
0.961045,0.002595
0.974872,0.001375
0.985727,0.000389
0.993535,-0.000335
0.998242,-0.000778
0.999815,-0.000927
